"年月","產業別","企業產業貸款總家數","企業產業貸款總金額[仟元]","企業產業貸款平均金額[仟元]"
201311,"09服務業",17577,3022304735,171946.56
201311,"10營建業",17995,2171160641,120653.55
201311,"11投資業",1743,530671788,304458.86
201311,"12金融保險業",617,246595529,399668.60
201311,"13其他",194,158577508,817409.84
201312,"01民生必需品製造業",6856,528653977,77108.22
201312,"02金屬製造業",8479,730298034,86130.21
201312,"03非金屬製造業",6790,1867723759,275069.77
201312,"04紙印刷業",2145,97269128,45346.91
201312,"05器械業",10271,676544238,65869.36
201312,"06批發業",38797,1080944304,27861.54
201312,"07零售業",7682,342149377,44539.10
201312,"08電子製造業",3617,1656835138,458068.88
201312,"09服務業",17676,3018499721,170768.26
201312,"10營建業",18226,2193794166,120366.19
201312,"11投資業",1778,546094876,307139.98
201312,"12金融保險業",628,246724016,392872.64
201312,"13其他",189,154201751,815882.28
201401,"01民生必需品製造業",6752,533048455,78946.75
201401,"02金屬製造業",8536,718393245,84160.41
201401,"03非金屬製造業",6723,1855467125,275987.97
201401,"04紙印刷業",2057,98639164,47952.92
201401,"05器械業",10146,683072702,67324.33
201401,"06批發業",38224,1109944282,29037.89
201401,"07零售業",7622,343414689,45055.72
201401,"08電子製造業",3558,1674159211,470533.79
201401,"09服務業",18506,3170863384,171342.45
201401,"10營建業",18166,2193971978,120773.53
201401,"11投資業",1738,542559878,312174.84
201401,"12金融保險業",639,249587852,390591.32
201401,"13其他",187,154336363,825328.14
201402,"01民生必需品製造業",6743,525779253,77974.08
201402,"02金屬製造業",8531,711068110,83351.09
201402,"03非金屬製造業",6684,1858963790,278121.45
201402,"04紙印刷業",2047,99532722,48623.70
201402,"05器械業",10139,685455379,67605.82
201402,"06批發業",38111,1110435725,29136.88
201402,"07零售業",7652,342560562,44767.45
201402,"08電子製造業",3539,1660850607,469299.41
201402,"09服務業",18534,3171876283,171138.25
201402,"10營建業",18194,2213114045,121639.77
201402,"11投資業",1738,544768767,313445.78
201402,"12金融保險業",653,247620977,379205.17
201402,"13其他",191,153675680,804584.71
201403,"01民生必需品製造業",6750,526714276,78031.74
201403,"02金屬製造業",8537,713906620,83625.00
201403,"03非金屬製造業",6713,1833109663,273068.62
201403,"04紙印刷業",2044,99044339,48456.13
201403,"05器械業",10145,676123146,66645.95
201403,"06批發業",38293,1126366086,29414.41
201403,"07零售業",7639,345548082,45234.73
201403,"08電子製造業",3520,1592698856,452471.27
201403,"09服務業",18706,3242548195,173342.68
201403,"10營建業",18306,2241055738,122421.92
201403,"11投資業",1754,551294910,314307.25
201403,"12金融保險業",662,255386714,385780.53
201403,"13其他",197,153848167,780955.16
201404,"01民生必需品製造業",6768,531591567,78544.85
201404,"02金屬製造業",8569,718188645,83812.42
201404,"03非金屬製造業",6724,1815719359,270035.60
201404,"04紙印刷業",2047,99774832,48741.98
201404,"05器械業",10177,679618366,66779.83
201404,"06批發業",38430,1140906766,29687.92
201404,"07零售業",7678,346065340,45072.33
201404,"08電子製造業",3514,1629612291,463748.52
201404,"09服務業",18856,3285391868,174235.89
201404,"10營建業",18476,2252163698,121896.71
201404,"11投資業",1756,548913061,312592.86
201404,"12金融保險業",670,263866212,393830.17
201404,"13其他",201,155071781,771501.40
201405,"01民生必需品製造業",6794,533046391,78458.40
201405,"02金屬製造業",8589,726554379,84591.27
201405,"03非金屬製造業",6737,1817341571,269755.32
201405,"04紙印刷業",2059,99654210,48399.32
201405,"05器械業",10168,681352050,67009.45
201405,"06批發業",38657,1150812027,29769.82
201405,"07零售業",7705,348572394,45239.77
201405,"08電子製造業",3520,1613142581,458279.14
201405,"09服務業",19075,3179001408,166658.00
201405,"10營建業",18608,2263548094,121643.81
201405,"11投資業",1785,552523287,309536.86
201405,"12金融保險業",686,268053997,390749.27
201405,"13其他",205,152542481,744109.66
201406,"01民生必需品製造業",6831,545710694,79887.38
201406,"02金屬製造業",8630,732669640,84897.99
201406,"03非金屬製造業",6777,1806932449,266627.19
201406,"04紙印刷業",2059,100308588,48717.14
201406,"05器械業",10233,689478065,67377.90
201406,"06批發業",38983,1159096736,29733.39
201406,"07零售業",7770,347351408,44704.17
201406,"08電子製造業",3522,1575048483,447202.86
201406,"09服務業",19269,3047116753,158135.70
201406,"10營建業",18755,2275314364,121317.75
201406,"11投資業",1801,558228437,309954.71
201406,"12金融保險業",690,286674586,415470.41
201406,"13其他",204,144406853,707876.73
201407,"01民生必需品製造業",6839,541570317,79188.52
201407,"02金屬製造業",8638,729808152,84488.09
201407,"03非金屬製造業",6777,1833640210,270568.13
201407,"04紙印刷業",2046,100365239,49054.37
201407,"05器械業",10223,701135567,68584.13
201407,"06批發業",39087,1181023567,30215.25
201407,"07零售業",7769,347265291,44698.84
201407,"08電子製造業",3508,1639218955,467280.20
201407,"09服務業",19469,3070781060,157726.70
201407,"10營建業",18832,2281119308,121129.95
201407,"11投資業",1801,548152252,304359.94
201407,"12金融保險業",691,260953519,377646.19
201407,"13其他",200,144966532,724832.66
201408,"01民生必需品製造業",6856,542202579,79084.39
201408,"02金屬製造業",8661,727370259,83982.25
201408,"03非金屬製造業",6780,1863576588,274863.80
201408,"04紙印刷業",2045,100972389,49375.25
201408,"05器械業",10232,717252334,70098.94
201408,"06批發業",39179,1193573275,30464.62
201408,"07零售業",7797,352195333,45170.62
201408,"08電子製造業",3520,1636149168,464815.10
201408,"09服務業",19639,3023727130,153965.43
201408,"10營建業",18917,2311129500,122172.09
201408,"11投資業",1787,542255059,303444.35
201408,"12金融保險業",701,261802537,373470.10
201408,"13其他",197,143922376,730570.44
201409,"01民生必需品製造業",6890,549970120,79821.50
201409,"02金屬製造業",8699,739502875,85010.10
201409,"03非金屬製造業",6776,1862210308,274824.43
201409,"04紙印刷業",2042,101970914,49936.78
201409,"05器械業",10218,726475998,71097.67
201409,"06批發業",39381,1202101002,30524.90
201409,"07零售業",7792,354211901,45458.41
201409,"08電子製造業",3523,1574140195,446818.11
201409,"09服務業",19920,3116849083,156468.33
201409,"10營建業",19017,2327083991,122368.62
201409,"11投資業",1809,543173488,300261.74
201409,"12金融保險業",698,249145111,356941.42
201409,"13其他",199,137612305,691519.12
201410,"01民生必需品製造業",6892,543539218,78865.24
201410,"02金屬製造業",8713,728664368,83629.56
201410,"03非金屬製造業",6753,1822824682,269928.13
201410,"04紙印刷業",2052,101345747,49388.77
201410,"05器械業",10212,737713108,72239.83
201410,"06批發業",39369,1212758593,30804.91
201410,"07零售業",7797,354798390,45504.47
201410,"08電子製造業",3520,1619429633,460065.24
201410,"09服務業",20217,3070825803,151893.25
201410,"10營建業",19109,2346816686,122812.11
201410,"11投資業",1811,549836485,303609.32
201410,"12金融保險業",682,237318459,347974.28
201410,"13其他",208,135625310,652044.76
201411,"01民生必需品製造業",6876,541880514,78807.52
201411,"02金屬製造業",8727,731665797,83839.33
201411,"03非金屬製造業",6761,1796843909,265766.00
201411,"04紙印刷業",2050,102112556,49811.00
201411,"05器械業",10240,750651800,73305.84
201411,"06批發業",39552,1226022951,30997.75
201411,"07零售業",7866,351262751,44655.83
201411,"08電子製造業",3501,1608208970,459357.03
201411,"09服務業",20427,3024522718,148064.95
201411,"10營建業",19168,2363750605,123317.54
201411,"11投資業",1845,552119949,299252.00
201411,"12金融保險業",694,238749459,344019.39
201411,"13其他",203,133565759,657959.40
201412,"01民生必需品製造業",6936,552010006,79586.22
201412,"02金屬製造業",8864,751528437,84784.35
201412,"03非金屬製造業",6842,1740455651,254378.20
201412,"04紙印刷業",2060,104953664,50948.38
201412,"05器械業",10275,746318877,72634.44
201412,"06批發業",39883,1226287001,30747.11
201412,"07零售業",7874,346135520,43959.30
201412,"08電子製造業",3509,1579627270,450164.51
201412,"09服務業",20764,3067302407,147722.13
201412,"10營建業",19336,2381072769,123141.95
201412,"11投資業",1902,561812497,295379.86
201412,"12金融保險業",716,256495912,358234.51
201412,"13其他",198,136272692,688245.92
201501,"01民生必需品製造業",6873,549882539,80006.19
201501,"02金屬製造業",8799,730245416,82991.86
201501,"03非金屬製造業",6762,1707881405,252570.45
201501,"04紙印刷業",2035,104103548,51156.53
201501,"05器械業",10199,731987737,71770.54
201501,"06批發業",39906,1219266859,30553.47
201501,"07零售業",7846,343274876,43751.58
201501,"08電子製造業",3491,1567071400,448888.97
201501,"09服務業",20796,3067040284,147482.22
201501,"10營建業",19334,2374038818,122790.88
201501,"11投資業",1926,569261221,295566.57
201501,"12金融保險業",678,244303751,360330.02
201501,"13其他",193,129467818,670817.71
201502,"01民生必需品製造業",6868,552508069,80446.72
201502,"02金屬製造業",8846,735819392,83181.03
201502,"03非金屬製造業",6765,1707067770,252338.18
201502,"04紙印刷業",2021,105788637,52344.70
201502,"05器械業",10216,739988908,72434.31
201502,"06批發業",39938,1230284204,30804.85
201502,"07零售業",7855,345423974,43975.04
201502,"08電子製造業",3490,1547792696,443493.61
201502,"09服務業",20950,3186777428,152113.48
201502,"10營建業",19390,2395930686,123565.28
201502,"11投資業",1939,571083136,294524.57
201502,"12金融保險業",683,244219038,357568.14
201502,"13其他",193,134130398,694976.16
201503,"01民生必需品製造業",6917,590847253,85419.58
201503,"02金屬製造業",8841,738944392,83581.54
201503,"03非金屬製造業",6756,1691781786,250411.75
201503,"04紙印刷業",2025,105602308,52149.29
201503,"05器械業",10263,738373633,71945.20
201503,"06批發業",39905,1217907040,30520.16
201503,"07零售業",7873,344823383,43798.22
201503,"08電子製造業",3481,1488054434,427479.01
201503,"09服務業",21266,3229920244,151881.89
201503,"10營建業",19456,2408923496,123813.91
201503,"11投資業",1957,578504512,295607.82
201503,"12金融保險業",701,259889061,370740.46
201503,"13其他",204,133105634,652478.60
201504,"01民生必需品製造業",6914,567703263,82109.24
201504,"02金屬製造業",8842,729051824,82453.27
201504,"03非金屬製造業",6783,1669032645,246061.13
201504,"04紙印刷業",2019,104513421,51764.94
201504,"05器械業",10200,746663063,73202.26
201504,"06批發業",40088,1223386316,30517.52
201504,"07零售業",7928,348105440,43908.36
201504,"08電子製造業",3477,1464421144,421173.75
201504,"09服務業",21519,3202973592,148843.98
201504,"10營建業",19502,2415016407,123834.29
201504,"11投資業",1981,587611542,296623.70
201504,"12金融保險業",709,252838233,356612.46
201504,"13其他",205,133819868,652779.84
201505,"01民生必需品製造業",6909,569679625,82454.71
201505,"02金屬製造業",8852,726785154,82104.06
201505,"03非金屬製造業",6791,1663370031,244937.42
201505,"04紙印刷業",2034,107373118,52789.14
201505,"05器械業",10226,759158553,74238.07
201505,"06批發業",40322,1244285827,30858.73
201505,"07零售業",7972,352042322,44159.85
201505,"08電子製造業",3493,1461882532,418517.76
201505,"09服務業",21751,3068359475,141067.51
201505,"10營建業",19592,2438194869,124448.49
201505,"11投資業",2036,599917779,294655.10
201505,"12金融保險業",719,254047662,353334.72
201505,"13其他",204,145457172,713025.35
201506,"01民生必需品製造業",6931,603095076,87014.15
201506,"02金屬製造業",8894,719354675,80880.89
201506,"03非金屬製造業",6759,1638359272,242396.70
201506,"04紙印刷業",2030,110275950,54323.13
201506,"05器械業",10288,753758391,73265.78
201506,"06批發業",40480,1246726215,30798.57
201506,"07零售業",8064,359267988,44552.08
201506,"08電子製造業",3496,1426260127,407969.14
201506,"09服務業",21982,2904996928,132153.44
201506,"10營建業",19664,2470824042,125652.16
201506,"11投資業",2065,602743328,291885.39
201506,"12金融保險業",737,266718905,361898.11
201506,"13其他",203,138787674,683683.12
201507,"01民生必需品製造業",6924,578735713,83584.01
201507,"02金屬製造業",8886,705393041,79382.52
201507,"03非金屬製造業",6768,1621616672,239600.57
201507,"04紙印刷業",2030,107707342,53057.80
201507,"05器械業",10259,759549262,74037.36
201507,"06批發業",40607,1266852911,31197.89
201507,"07零售業",8098,351550830,43412.06
201507,"08電子製造業",3478,1449980040,416900.53
201507,"09服務業",22179,3038391082,136994.05
201507,"10營建業",19676,2483365426,126212.92
201507,"11投資業",2064,589066337,285400.36
201507,"12金融保險業",743,257373401,346397.58
201507,"13其他",197,137681562,698891.18
201508,"01民生必需品製造業",6921,581983523,84089.51
201508,"02金屬製造業",8913,719027740,80671.80
201508,"03非金屬製造業",6783,1643444551,242288.74
201508,"04紙印刷業",2032,108498981,53395.17
201508,"05器械業",10251,770740976,75186.91
201508,"06批發業",40533,1284991205,31702.35
201508,"07零售業",8080,350028303,43320.33
201508,"08電子製造業",3456,1466040474,424201.53
201508,"09服務業",22427,3025438845,134901.63
201508,"10營建業",19683,2490114554,126510.93
201508,"11投資業",2055,580359437,282413.35
201508,"12金融保險業",738,264903788,358948.22
201508,"13其他",192,133123093,693349.44
201509,"01民生必需品製造業",6943,615327375,88625.58
201509,"02金屬製造業",8912,713285524,80036.53
201509,"03非金屬製造業",6802,1640862278,241232.33
201509,"04紙印刷業",2033,108650751,53443.56
201509,"05器械業",10267,775196639,75503.71
201509,"06批發業",40589,1289012960,31757.69
201509,"07零售業",8124,356765503,43915.01
201509,"08電子製造業",3440,1506124931,437827.01
201509,"09服務業",22634,3080811804,136114.33
201509,"10營建業",19759,2509367192,126998.69
201509,"11投資業",2046,578669041,282829.44
201509,"12金融保險業",749,288372271,385009.71
201509,"13其他",199,125645832,631386.09
201510,"01民生必需品製造業",6961,591646958,84994.53
201510,"02金屬製造業",8925,708332409,79364.98
201510,"03非金屬製造業",6777,1597144297,235671.28
201510,"04紙印刷業",2021,109677493,54268.92
201510,"05器械業",10255,775714187,75642.53
201510,"06批發業",40634,1280777485,31519.85
201510,"07零售業",8173,356256080,43589.39
201510,"08電子製造業",3444,1554497787,451364.05
201510,"09服務業",22835,3029034381,132648.76
201510,"10營建業",19789,2509695062,126822.73
201510,"11投資業",2048,585186958,285735.82
201510,"12金融保險業",739,262793482,355606.88
201510,"13其他",201,126108059,627403.28
201511,"01民生必需品製造業",7002,592685393,84645.16
201511,"02金屬製造業",8948,707295563,79045.10
201511,"03非金屬製造業",6742,1590479272,235906.15
201511,"04紙印刷業",2011,110111861,54754.78
201511,"05器械業",10312,778574499,75501.79
201511,"06批發業",40653,1293261424,31812.20
201511,"07零售業",8246,356812360,43270.96
201511,"08電子製造業",3424,1524164734,445141.57
201511,"09服務業",23016,3061198066,133003.04
201511,"10營建業",19825,2510415000,126628.75
201511,"11投資業",2068,601442177,290832.77
201511,"12金融保險業",757,264045719,348805.44
201511,"13其他",198,121473899,613504.54
201512,"01民生必需品製造業",7082,609764432,86100.60
201512,"02金屬製造業",9071,725194405,79946.47
201512,"03非金屬製造業",6826,1576787964,230997.36
201512,"04紙印刷業",1996,111291837,55757.43
201512,"05器械業",10361,770362445,74352.13
201512,"06批發業",40856,1286609166,31491.32
201512,"07零售業",8250,354103104,42921.59
201512,"08電子製造業",3432,1494013523,435318.63
201512,"09服務業",23212,3082153240,132782.75
201512,"10營建業",19938,2497718377,125274.27
201512,"11投資業",2119,619161649,292195.21
201512,"12金融保險業",769,260546947,338812.67
201512,"13其他",191,119874624,627615.83
201601,"01民生必需品製造業",7002,605347871,86453.57
201601,"02金屬製造業",8957,709712496,79235.51
201601,"03非金屬製造業",6779,1548733157,228460.42
201601,"04紙印刷業",1995,111693137,55986.53
201601,"05器械業",10236,771406405,75362.10
201601,"06批發業",40660,1280450222,31491.64
201601,"07零售業",8119,349897974,43096.19
201601,"08電子製造業",3418,1485367894,434572.23
201601,"09服務業",23192,3103804717,133830.83
201601,"10營建業",19897,2476473243,124464.66
201601,"11投資業",2160,638974804,295821.67
201601,"12金融保險業",737,266076201,361026.05
201601,"13其他",197,119359211,605884.32
201602,"01民生必需品製造業",6988,600137845,85881.20
201602,"02金屬製造業",8924,709076215,79457.22
201602,"03非金屬製造業",6748,1538561207,228002.55
201602,"04紙印刷業",1995,115137963,57713.26
201602,"05器械業",10209,775900102,76001.58
201602,"06批發業",40582,1281412315,31575.88
201602,"07零售業",8134,346968113,42656.52
201602,"08電子製造業",3429,1513768994,441460.77
201602,"09服務業",23245,3145101336,135302.27
201602,"10營建業",19897,2485986449,124942.78
201602,"11投資業",2183,642724954,294422.79
201602,"12金融保險業",726,254889471,351087.43
201602,"13其他",190,119709761,630051.37
201603,"01民生必需品製造業",6996,618556290,88415.71
201603,"02金屬製造業",8959,704456098,78631.11
201603,"03非金屬製造業",6784,1540778689,227119.50
201603,"04紙印刷業",2000,115289207,57644.60
201603,"05器械業",10222,783270558,76625.96
201603,"06批發業",40748,1262874447,30992.31
201603,"07零售業",8108,351519405,43354.64
201603,"08電子製造業",3418,1512937818,442638.33
201603,"09服務業",23393,3222726652,137764.57
201603,"10營建業",19912,2517054267,126408.91
201603,"11投資業",2215,646523114,291884.02
201603,"12金融保險業",737,273460673,371045.69
201603,"13其他",189,120149492,635711.60
201604,"01民生必需品製造業",6994,592684648,84741.87
201604,"02金屬製造業",8983,705581464,78546.31
201604,"03非金屬製造業",6774,1523716755,224936.04
201604,"04紙印刷業",1969,116351142,59091.49
201604,"05器械業",10223,789578757,77235.52
201604,"06批發業",40793,1265577459,31024.38
201604,"07零售業",8159,349363020,42819.34
201604,"08電子製造業",3388,1452793977,428805.78
201604,"09服務業",23461,3223608035,137402.84
201604,"10營建業",19952,2523847996,126495.99
201604,"11投資業",2220,653571192,294401.44
201604,"12金融保險業",731,261697455,357999.25
201604,"13其他",188,116845313,621517.62
201605,"01民生必需品製造業",6957,597616619,85901.48
201605,"02金屬製造業",8979,707383219,78781.96
201605,"03非金屬製造業",6803,1517819705,223110.35
201605,"04紙印刷業",1971,116637881,59177.01
201605,"05器械業",10202,795830145,78007.27
201605,"06批發業",40887,1283847610,31399.90
201605,"07零售業",8194,351268393,42868.98
201605,"08電子製造業",3414,1478735663,433138.74
201605,"09服務業",23549,3045614901,129330.97
201605,"10營建業",20073,2537824462,126429.75
201605,"11投資業",2261,665416149,294301.70
201605,"12金融保險業",745,261186002,350585.24
201605,"13其他",194,113300228,584021.79
